Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
987,Arabica,gregorio sebba,Brazil,fazenda são josé mirante,695,Alta Paulista,500,60 kg,2016,"June 21st, 2017",Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,0.11,5,0.0,Green,8,m,695.0,695.0,695.0
988,Arabica,rolando lacayo,Nicaragua,cafetales santa matilde,1100 m.o.s.l.,jinotega,275,69 kg,2015,"March 28th, 2015",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,81.08,0.11,0,0.0,,1,m,1100.0,1100.0,1100.0
990,Arabica,taylor winch (t) ltd,Tanzania,mwalyego amcos,1456,mbeya,54,60 kg,2014,"January 2nd, 2015",Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,Green,2,m,1456.0,1456.0,1456.0
991,Arabica,the coffee source inc.,Costa Rica,santa laura,1500 mts,naranjo,250,1 kg,2014,"December 18th, 2014",Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,Green,0,m,1500.0,1500.0,1500.0
992,Arabica,german negron,United States (PR),hacienda caracolillo,2800 ft,yauco region,18,5 lbs,2013,"May 28th, 2014",Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.0,0,0.0,Green,0,ft,853.44,853.44,853.44
993,Arabica,obed rendon ponce,Mexico,"san fernando, chiapas",1650,Tamaulipas,100,1 kg,2012,"September 14th, 2012",Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,5,0.0,None,16,m,1650.0,1650.0,1650.0
994,Arabica,diego manuel woolrich ramirez,Mexico,cafetal sinai,1300,juquila,30,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,0,0.0,Green,2,m,1300.0,1300.0,1300.0
995,Arabica,gerardo hernandez valderrabano,Mexico,,1642,chiapas,40,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,0,0.0,Green,5,m,1642.0,1642.0,1642.0
996,Arabica,balbino ramirez flores,Mexico,el desmoronado,1200,Jalisco,15,1 kg,2012,"July 3rd, 2012",Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,0,0.0,Green,1,m,1200.0,1200.0,1200.0
997,Arabica,kona pacific farmers cooperative,United States (HI),,,,2,100 lbs,2012,"February 13th, 2012",Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,0,0.0,Blue-Green,0,ft,,,
998,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,grama valley,300,59 kg,,"January 16th, 2018",Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,0,6.0,Green,9,m,,,
999,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,1450,apaneca,100,69 kg,2017,"August 28th, 2017",Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,0,2.0,Green,6,m,1450.0,1450.0,1450.0
1000,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,grama valley,300,59 kg,2016 / 2017,"September 9th, 2016",Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,0,2.0,Bluish-Green,3,m,,,
1001,Arabica,juan luis alvarado romero,Guatemala,chapultepec,3280,norte,120,69 kg,2016,"August 2nd, 2016",Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,0,0.0,Green,8,m,3280.0,3280.0,3280.0
1002,Arabica,racafe & cia s.c.a,Colombia,,1600,guayata,43,70 kg,2016,"July 22nd, 2016",Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,0,4.0,Green,4,m,1600.0,1600.0,1600.0
1003,Arabica,juan luis alvarado romero,Guatemala,el papaturro,4000psn,santa rosa,250,69 kg,2015,"July 23rd, 2015",Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,Green,1,ft,1219.2,1219.2,1219.2
1004,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jing jing café 晶晶坊青山咖啡教室,758m,"dongshan dist., tainan city 臺南市東山區",10,5 kg,2015,"May 6th, 2015",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Bluish-Green,0,m,758.0,758.0,758.0
1005,Arabica,mayra yessenia torres,Honduras,el cerron,1350 snn,ocotepeque,275,18975 kg,2014,"January 26th, 2015",Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Green,1,m,1350.0,1350.0,1350.0
1006,Arabica,bourbon specialty coffees,Brazil,,,cerrado,300,60 kg,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,0,0.0,Green,0,m,,,
1007,Arabica,mlimani ngarashi,Tanzania,rural cooperative society,1525 m,arusha,1,60 kg,2014,"December 15th, 2014",Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,Green,5,m,1525.0,1525.0,1525.0
1008,Arabica,kyagalanyi ltd,Uganda,kapchorwa,1700,eastern,320,60 kg,2013,"June 30th, 2014",SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0,0.0,Green,3,m,1700.0,1700.0,1700.0
1009,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan hao ka 台灣好咖莊園,1100 m,nantou,10,30 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0
1010,Arabica,doi tung development project,Thailand,doi tung development project,800++,chiang rai,2,1 kg,2012,"May 29th, 2013",,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,0,0.0,Green,3,m,800.0,800.0,800.0
1011,Arabica,alejandro garcia palacios,Mexico,finca el gavilancillo,950,chiapas,10,1 kg,2012,"September 11th, 2012",Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0,0.0,Green,12,m,950.0,950.0,950.0
1012,Arabica,organizaciones de productores de cafe colimense,Mexico,,1100,mexico,200,1 kg,2012,"July 3rd, 2012",Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,0,0.0,Green,8,m,1100.0,1100.0,1100.0
1013,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,八杞莊園,200,taiwan,150,1 kg,2017,"December 8th, 2017",Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,0,0.0,Blue-Green,0,m,200.0,200.0,200.0
1014,Arabica,juan luis alvarado romero,Guatemala,la esperanza,1901,santa rosa,25,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0.0,Green,2,m,1901.0,1901.0,1901.0
1015,Arabica,lydiah mwangi,Kenya,thiririka/maara,1600,kiambu,150,60 kg,2017,"July 7th, 2017",SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0,0.0,Green,3,m,1600.0,1600.0,1600.0
1016,Arabica,grupo santab s.a de c.v.,Mexico,finca monte azúl,1100,veracruz,240,69 kg,2017,"May 12th, 2017",Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0,0.0,Green,11,m,1100.0,1100.0,1100.0
1017,Arabica,min hlaing,Myanmar,sithar coffee farm,3500 ft,pyinoolwin,2,2 kg,2015,"July 17th, 2015",Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,0,0.0,,5,ft,1066.8,1066.8,1066.8
1018,Arabica,eileen koyanagi,United States (HI),,,kona,7,100 lbs,2014,"January 13th, 2015",Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,2,0.0,Bluish-Green,5,ft,,,
1019,Arabica,karatu estate,Tanzania,karatu estate,1700,Karatu,250,60 kg,2014,"December 18th, 2014",Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,Green,0,m,1700.0,1700.0,1700.0
1020,Arabica,jacques pereira carneiro,Brazil,sertao farm,1200,Minas Gerais,300,60 kg,2014/2015,"December 16th, 2014",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,Green,8,m,1200.0,1200.0,1200.0
1021,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,張文進莊園,550公尺,台中新社,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0,0.0,Green,0,m,550.0,550.0,550.0
1022,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,320,2 kg,2014/2015,"October 16th, 2014",Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0,0.0,None,0,m,1100.0,1100.0,1100.0
1023,Arabica,chris finch,Nicaragua,,between 700 and 1400 meters,matagalpa,275,1 lbs,2013,"July 16th, 2014",Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0.0,Green,3,m,700.0,1400.0,1050.0
1024,Arabica,juan luis alvarado romero,Guatemala,el morito,5000 ft.,jalapa,250,69 kg,2014,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0.0,Green,5,ft,1524.0,1524.0,1524.0
1025,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,900 m,taichung taiping 台中市太平區,35,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,,0,m,900.0,900.0,900.0
1026,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bai he lin coffee 白鶴林咖啡莊園,688 m,nantou,5,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0.0,Green,0,m,688.0,688.0,688.0
1027,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,heng lu coffee 橫鹿咖啡,300 m,new taipei zhonghe 新北市中和區,10,20 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,Green,0,m,300.0,300.0,300.0
1028,Arabica,eduardo luis augusto velazquez solis,Mexico,"olotlan, el plan, criollo garnica",1186,Veracruz,60,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,Green,12,m,1186.0,1186.0,1186.0
1030,Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,1300,Paksong,20,50 kg,2016,"June 22nd, 2017",Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,0,0.0,Green,0,m,1300.0,1300.0,1300.0
1031,Arabica,the coffee source inc.,Guatemala,several,1200,santa rosa,250,1 kg,2013,"May 26th, 2014",Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,Green,1,m,1200.0,1200.0,1200.0
1032,Arabica,luis roberto fermoso beltran,Mexico,la victoria pante nubes,1210,chiapas,15,1 kg,2012,"August 30th, 2012",Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,Green,7,m,1210.0,1210.0,1210.0
1033,Arabica,jose manuel vergara cortes,Mexico,finca santa clara,1100,oaxaca,30,1 kg,2012,"August 29th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,Green,3,m,1100.0,1100.0,1100.0
1034,Arabica,christina dusing,Mexico,selva negra,100,veracruz,100,1 kg,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,Green,1,m,100.0,100.0,100.0
1035,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,7,100 lbs,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,Blue-Green,0,ft,,,
1036,Arabica,exportadora de cafe condor s.a,Colombia,,1800 m.s.n.m,huila,250,70 kg,4T/2010,"January 25th, 2011",,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,0,0.0,,1,m,1800.0,1800.0,1800.0
1037,Arabica,bourbon specialty coffees,Brazil,castelhana farm,,Minas Gerais,320,60 kg,2015/2016,"October 8th, 2015",,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,0,0.0,Green,1,m,,,
1038,Arabica,u soe,Myanmar,myaing,3825,ywar ngan,1,2 kg,2015,"July 17th, 2015",Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,0,0.0,Green,2,m,3825.0,3825.0,3825.0
1039,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,5440-5760 metros,huehuetenango,275,69 kg,2015,"June 18th, 2015",Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,Green,1,ft,1658.112,1755.648,1706.88
1040,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,1100.00 mosl,jinotega,275,69 kg,2015,"May 28th, 2015",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,5,m,110000.0,110000.0,110000.0
1041,Arabica,bismarck castro,Honduras,juan damaso,1450 masl,comayagua,275,1 kg,2015,"May 25th, 2015",Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,Green,2,m,1450.0,1450.0,1450.0
1042,Arabica,essencecoffee,Panama,elida estate,1680m,boquete,100,60 kg,2014,"May 23rd, 2015",Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,Green,4,m,1680.0,1680.0,1680.0
1043,Arabica,cadexsa,Honduras,bethel,1350,La Paz,275,1 kg,2015,"May 22nd, 2015",Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,Green,2,m,1350.0,1350.0,1350.0
1044,Arabica,,Honduras,los hicaques,1450 mals,comayagua,275,1 kg,2015,"March 11th, 2015",Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,Green,1,m,1450.0,1450.0,1450.0
1045,Arabica,the coffee source inc.,Costa Rica,several,1300 msnm,san ramon,250,3 lbs,2014,"April 11th, 2014",Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,Green,0,m,1300.0,1300.0,1300.0
1046,Arabica,diego manuel woolrich ramirez,Mexico,san josé y el portillo,1200,oaxaca,30,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0.0,Green,2,m,1200.0,1200.0,1200.0
1047,Arabica,myriam kaplan-pasternak,Haiti,2000 farms,~1000 meters,haiti,1,2 kg,2012,"May 22nd, 2012",Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,0,m,1000.0,1000.0,1000.0
1048,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,3,2 lbs,2011,"December 21st, 2011",Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0.0,Bluish-Green,6,ft,,,
1049,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,,taiwan,160,1 kg,2016,"August 12th, 2016",Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,0,0.0,Green,1,m,,,
1050,Arabica,aulia arif syahri,Indonesia,darmawi,1200-1500,Sumatra,200,30 kg,2015,"November 10th, 2015",Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0,0.0,Blue-Green,1,m,1200.0,1500.0,1350.0
1051,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500msnm,antigua,150,60 kg,2015/2016,"October 23rd, 2015",Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,0,0.0,Green,0,m,1500.0,1500.0,1500.0
1052,Arabica,"ceca, s.a.",Costa Rica,gamboa,1.85,tarrazu,240,1 kg,2015,"February 27th, 2015",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,0,0.0,Blue-Green,4,m,185.0,185.0,185.0
1053,Arabica,afca,Malawi,makoka valley estate,990-1000m,southern- zomba,100,60 kg,2014,"November 4th, 2014",Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0,0.0,Bluish-Green,1,m,990.0,1000.0,995.0
1054,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",1200,Jalisco,20,1 kg,2014,"October 23rd, 2014",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0,0.0,Green,4,m,1200.0,1200.0,1200.0
1055,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2014,"April 14th, 2014",Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,0,0.0,,1,m,1550.0,1550.0,1550.0
1056,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,1550,solola,250,69 kg,2013,"June 5th, 2013",Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0,0.0,Green,5,m,1550.0,1550.0,1550.0
1057,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,,santa rosa,250,1 kg,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0,0.0,Green,2,m,,,
1058,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,,santa rosa,250,1 kg,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0,0.0,Green,3,m,,,
1062,Arabica,burka coffee estate,Tanzania,burka coffee estates,1400,arusha,10,60 kg,2014,"January 6th, 2015",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0,0.0,Bluish-Green,1,m,1400.0,1400.0,1400.0
1063,Arabica,ipanema coffees,Brazil,rio verde,1200,Sul de Minas,300,2 kg,2014/2015,"October 17th, 2014",Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,0,0.0,Green,3,m,1200.0,1200.0,1200.0
1064,Arabica,beneficio santa rosa,Honduras,bsr,1400 m.s.n.m.,occidental,275,69 kg,2014,"April 30th, 2014",Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,Green,5,m,1400.0,1400.0,1400.0
1065,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,4540 metros,huehuetenango,275,69 kg,2014,"January 28th, 2014",Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0,0.0,Green,5,ft,1383.792,1383.792,1383.792
1068,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,50,taiwan,20,5 kg,2017,"December 8th, 2017",Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0.0,0,0.0,Blue-Green,0,m,50.0,50.0,50.0
1069,Arabica,juan luis alvarado romero,Guatemala,el guayabo,1500,santa rosa,275,69 kg,2017,"September 8th, 2017",Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0.0,Green,4,m,1500.0,1500.0,1500.0
1070,Arabica,janny marlith torres,Honduras,la bendicion,1650,ocotepeque,15,69 kg,2017,"August 23rd, 2017",Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,0,0.0,Green,5,m,1650.0,1650.0,1650.0
1071,Arabica,case noyale ltd,Mauritius,case noyale ltd,280,Chamarel,1,2 kg,2016,"February 11th, 2016",,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,0,0.0,Green,0,m,280.0,280.0,280.0
1072,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,1250 m,grama valley,300,60 kg,2015/2016,"November 17th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,0,0.0,Green,3,m,1250.0,1250.0,1250.0
1073,Arabica,shwe yin mar coffee,Myanmar,mixed,3800,pyinoolwin,1,2 kg,2015,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0.0,0,0.0,Green,2,m,3800.0,3800.0,3800.0
1074,Arabica,juan luis alvarado romero,Guatemala,various,4000 p.s.n.m.,santa rosa,275,69 kg,2014,"April 23rd, 2014",Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,0,0.0,Green,3,ft,1219.2,1219.2,1219.2
1075,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,1250,Minas Gerais,300,60 kg,2013,"April 17th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,0,0.0,None,10,m,1250.0,1250.0,1250.0
1076,Arabica,eileen koyanagi,United States (HI),,,kona,10,100 lbs,2013,"February 4th, 2014",Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,1,0.0,Green,0,ft,,,
1077,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,6100 metros,huehuetenango,250,1 kg,2013,"February 13th, 2013",Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,1,0.0,Green,1,ft,1859.28,1859.28,1859.28
1078,Arabica,israel eduardo paz garcia,Mexico,peña negra,1450,oaxaca,18,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0,0.0,None,1,m,1450.0,1450.0,1450.0
1079,Arabica,cadexsa,Honduras,bethel,1450,La Paz,275,69 kg,2016,"February 3rd, 2016",,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,Green,0,m,1450.0,1450.0,1450.0
1080,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,600公尺,南投國姓,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0.14,0,0.0,Green,0,m,600.0,600.0,600.0
1081,Arabica,lusso lab,El Salvador,finca la fany,1450m,apaneca,2,2 kg,2013,"April 26th, 2014",Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.0,0,0.0,Green,1,m,1450.0,1450.0,1450.0
1082,Arabica,adam ciruli ye,China,alicia's farm,1700,yunnan,1,2 kg,2013,"January 17th, 2014",Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,0,0.0,Green,14,m,1700.0,1700.0,1700.0
1083,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,600 m,nantou,10,30 kg,2013/2014,"December 26th, 2013
",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0.11,0,0.0,Green,0,m,600.0,600.0,600.0
1084,Arabica,alfredo bojalil,Mexico,copalita,1050,pochutla,250,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,2,0.0,Green,4,m,1050.0,1050.0,1050.0
