Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Aroma_Bucket,Flavor_Bucket,Aftertaste_Bucket,Acidity_Bucket,Body_Bucket,Balance_Bucket,Uniformity_Bucket,Clean.Cup_Bucket,Sweetness_Bucket,Category.One.Defects_Bucket,Category.Two.Defects_Bucket,CoffeeScore_Bucket
704,Arabica,exportadora de cafe condor s.a,Colombia,,1750 m.s.n.m,huila,0,70 kg,3T/2011,"September 22nd, 2011",,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0.02,0,0.0,,1,m,1750.0,1750.0,1750.0,Average,Low,Average,Low,Average,High,Low,Low,Low,Low,Low,Average
705,Arabica,bismarck castro,Honduras,los hicaques,1396,comayagua,275,69 kg,2017,"April 6th, 2017",Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0.1,0,1.0,Green,8,m,1396.0,1396.0,1396.0,Low,Average,Low,Average,Low,Low,Low,Low,Low,Low,High,Average
706,Arabica,pedro santos e silva,Brazil,fazenda são pedro,982,cerrado,320,2 kg,2016,"February 9th, 2017",Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,0.11,0,3.0,Green,11,m,982.0,982.0,982.0,Low,Average,Average,Low,Average,Average,Low,Low,Low,Low,High,Average
707,Arabica,gabriel barbara,Brazil,,,cerrado,305,59 kg,2016 / 2017,"October 13th, 2016",,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,0.11,0,4.0,Green,14,m,,,,Low,Low,Average,Average,Average,Average,Low,Low,Low,Low,High,Average
708,Arabica,ipanema coffees,Brazil,capoeirinha,934,Sul de Minas,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,0.11,0,2.0,Bluish-Green,3,m,934.0,934.0,934.0,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Average,Average
709,Arabica,"ceca, s.a.",Costa Rica,gamboa,1850,tarrazu,100,69 kg,2015,"July 15th, 2016",Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,6,1.0,Bluish-Green,3,m,1850.0,1850.0,1850.0,High,Average,Low,Low,Low,Average,Low,Low,Low,High,Average,Average
710,Arabica,rodrigo soto,Costa Rica,rio jorco,1550,tarrazu,130,69 kg,2015,"May 17th, 2016",Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,2.0,Green,0,m,1550.0,1550.0,1550.0,High,Low,Average,Average,Low,Average,Low,Low,Low,Low,Low,Average
711,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,1580,xishuangbanna prefecture,3,60 kg,2015,"April 5th, 2016",Catimor,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0.12,0,6.0,Green,2,m,1580.0,1580.0,1580.0,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
712,Arabica,ipanema coffees,Brazil,rio verde,1268,Sul de Minas,12,2 kg,2015/2016,"October 8th, 2015",Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0.07,0,0.0,Green,0,m,1268.0,1268.0,1268.0,High,High,Low,High,High,High,Low,Low,Low,Low,Low,Average
713,Arabica,bourbon specialty coffees,Brazil,,,chapadão de ferro (cerrado mineiro),300,60 kg,2015,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,0.11,0,0.0,Green,10,m,,,,Low,Average,Average,Low,Average,Average,Low,Low,Low,Low,High,Average
714,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,5500 metros,huehuetenango,275,69 kg,2015,"March 10th, 2015",Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0.1,0,0.0,Green,6,ft,1676.4,1676.4,1676.4,Low,Low,Low,High,Average,Average,Low,Low,Low,Low,High,Average
715,Arabica,afca,Malawi,utchisi mountain,1450 m,mzuzu,10,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,0,0.0,Green,0,m,1450.0,1450.0,1450.0,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Average
716,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,10,2 kg,2014/2015,"October 15th, 2014",Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,0.11,0,0.0,Blue-Green,0,m,1100.0,1100.0,1100.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,Average
717,Arabica,juan luis alvarado romero,Guatemala,el morito,5000 ft.,jalapa,250,69 kg,2014,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,3,ft,1524.0,1524.0,1524.0,Average,Average,Average,Average,High,Average,Low,Low,Low,Low,Average,Average
718,Arabica,dane loraas,Mexico,,,veracruz,320,5 lbs,2014,"April 2nd, 2014",,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,0.11,0,0.0,Green,0,m,,,,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
719,Arabica,the coffee source inc.,Colombia,several,1300,antioquia,250,3 kg,2013,"January 21st, 2014",Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0.1,0,0.0,Green,2,m,1300.0,1300.0,1300.0,Low,Low,Average,Low,Low,High,Low,Low,Low,Low,Average,Average
720,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,200 m,changhua baguashan 彰化市八卦山,10,20 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,0,m,200.0,200.0,200.0,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
721,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yu jin gui 玉金櫃咖啡,600 m,taichung xinshe 台中市新社區,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,0,m,600.0,600.0,600.0,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
722,Arabica,juan luis alvarado romero,Guatemala,el morito,4300,santa rosa,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,0.12,2,0.0,Green,1,ft,1310.64,1310.64,1310.64,Low,Low,High,Average,Average,Average,Low,Low,Low,High,Low,Average
723,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2013,"June 21st, 2013",Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,0.0,Green,1,m,1750.0,1750.0,1750.0,Low,Low,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
724,Arabica,alfredo bojalil,Mexico,santa teresa,1300,chiapas,250,1 kg,2013,"March 15th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,3,m,1300.0,1300.0,1300.0,Average,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
725,Arabica,michael gavina,Costa Rica,,,central valley,275,1 kg,2012,"October 9th, 2012",,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,0.0,0,0.0,Green,14,m,,,,High,Average,Low,High,High,Average,Low,Low,Low,Low,High,Average
726,Arabica,juan luis alvarado romero,Guatemala,finca el morito,5500-6000 psnm,jalapa,275,69 kg,2012,"October 5th, 2012",Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,3,ft,1676.4,1828.8,1752.6,Average,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average,Average
727,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,441,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33,0.15,1,0.0,None,8,m,441.0,441.0,441.0,Average,Average,High,Low,Low,Average,Low,Low,Low,High,High,Average
728,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,1170,veracruz,10,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,0.13,0,0.0,Green,9,m,1170.0,1170.0,1170.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,High,Average
729,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"May 23rd, 2012",Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,2,0.0,Green,5,ft,1310.64,1310.64,1310.64,Low,Average,Low,Average,Low,Average,Low,Low,Low,High,High,Average
730,Arabica,nucoffee,Brazil,sitío santa luzia,1100m,grama valley,16,60 kg,2012,"April 11th, 2012",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,2,m,1100.0,1100.0,1100.0,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average,Average
731,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,1200 a 1400,oaxaca,10,1 kg,2012,"March 5th, 2012",Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,0,0.0,Green,0,m,1200.0,1400.0,1300.0,High,High,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average
732,Arabica,nucoffee,Brazil,café citrus,950m,Sul de Minas,44,60 kg,2012,"February 17th, 2012",Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0.11,0,0.0,Green,2,m,950.0,950.0,950.0,Average,Average,Low,Average,Low,Average,Low,Low,Low,Low,Average,Average
733,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,250,70 kg,2012,"January 31st, 2012",Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0.0,0,0.0,Green,0,m,442.0,442.0,442.0,High,Average,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average
734,Arabica,klem organics,Brazil,fazendas klem ltda,1100,matas de minas,1062,5 kg,,"November 15th, 2017",Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,2,6.0,Green,10,m,1100.0,1100.0,1100.0,Average,Average,Low,Low,Average,Low,Low,Low,Low,High,High,Average
736,Arabica,juan luis alvarado romero,Guatemala,linda vista,1450,santa rosa,275,69 kg,2016,"August 31st, 2016",Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,2.0,Green,2,m,1450.0,1450.0,1450.0,Average,Average,Low,Average,Low,Low,Low,Low,Low,Low,Average,Average
737,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,180,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0.0,0,0.0,Green,9,m,1.0,1.0,1.0,Low,Average,Average,Low,Average,Low,Low,Low,Low,Low,High,Average
738,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,1500,apaneca,275,1 kg,2014,"July 8th, 2015",Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0.0,Green,0,m,1500.0,1500.0,1500.0,Average,Average,Average,Average,High,High,Low,Low,Low,Low,Low,Average
739,Arabica,cadexsa,Honduras,bethel,1350,La Paz,275,1 kg,2015,"April 15th, 2015",Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,m,1350.0,1350.0,1350.0,Average,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
740,Arabica,afca,Malawi,kachere,1180m,mzuzu,10,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0.0,Blue-Green,0,m,1180.0,1180.0,1180.0,Average,Low,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average
741,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,320,2 kg,2014/2015,"October 16th, 2014",Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0,High,Average,Average,Low,Low,Low,Low,Low,Low,Low,Low,Average
742,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,650 m,nantou,35,60 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0.0,Green,0,m,650.0,650.0,650.0,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
743,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,1338,veracruz,150,1 kg,2013,"July 19th, 2013",Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Blue-Green,4,m,1338.0,1338.0,1338.0,Average,Average,Average,Low,Low,Low,Low,Low,Low,Low,Average,Average
744,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,6,100 lbs,2013,"May 3rd, 2013",Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,0,0.0,Bluish-Green,1,ft,,,,Low,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average
745,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,533,Hidalgo,10,1 kg,2012,"September 27th, 2012",Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,0.0,None,8,m,533.0,533.0,533.0,Average,Average,Average,Low,Low,Low,Low,Low,Low,High,High,Average
746,Arabica,juan luis alvarado romero,Guatemala,finca medina,4563,antigua,275,69 kg,2012,"September 19th, 2012",Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,ft,1390.8024,1390.8024,1390.8024,Low,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average,Average
747,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,1170,veracruz,10,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,0.0,Green,3,m,1170.0,1170.0,1170.0,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
748,Arabica,guillermo rojas saldana,Mexico,jamaica,1250,juquila,40,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,0.0,Green,13,m,1250.0,1250.0,1250.0,Average,Average,Low,Average,Low,Low,Low,Low,Low,Low,High,Average
749,Arabica,adam kline,El Salvador,,,,288,1 kg,2012,"August 21st, 2012",Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0.0,2,0.0,Green,5,m,,,,High,Low,Low,Average,Average,Average,Low,Low,Low,High,High,Average
750,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,1100,veracruz,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Average
751,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,900,colima,250,1 kg,2012,"April 2nd, 2012",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,0.0,Green,3,m,900.0,900.0,900.0,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Average,Average
752,Arabica,exportadora de cafe condor s.a,Colombia,,1750,huila,250,70 kg,2012,"February 22nd, 2012",Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Green,1,m,1750.0,1750.0,1750.0,Low,Low,High,Low,Average,Low,Low,Low,Low,Low,Low,Average
753,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,100,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0.0,Green,0,m,1600.0,1950.0,1775.0,Average,Low,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average
754,Arabica,nucoffee,Brazil,caxambu,,,84,60 kg,2012,"January 23rd, 2012",Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0,0.0,Green,1,m,,,,Average,Average,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average
756,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,934,Sul de Minas,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,1.0,Green,5,m,934.0,934.0,934.0,Low,Low,Average,Low,Low,Average,Low,Low,Low,Low,High,Average
757,Arabica,bismarck castro,Honduras,las cuchillas,1500,comayagua,200,69 kg,2015,"June 9th, 2016",Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,Bluish-Green,2,m,1500.0,1500.0,1500.0,Low,Average,Low,Low,Average,Average,Low,Low,Low,Low,Average,Average
758,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,1000,jinotega,275,69 kg,,"March 15th, 2016",,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0,0.0,Green,1,m,1000.0,1000.0,1000.0,Low,Average,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average
759,Arabica,langiro farm group,Tanzania,langiro farm group,1500-1800,ruvuma,30,80 kg,2015,"November 16th, 2015",Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,0.0,Green,6,m,1500.0,1800.0,1650.0,Average,Low,Average,Low,Average,Low,Low,Low,Low,High,High,Average
760,Arabica,ibero coffee trading co (t) ltd,Tanzania,,1600,northern,300,60 kg,2015/2016,"October 20th, 2015",Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,0.0,Green,1,m,1600.0,1600.0,1600.0,Low,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average
761,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,1,m,1.0,1.0,1.0,Low,Average,Average,Low,High,Average,Low,Low,Low,Low,Low,Average
762,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2014,"June 9th, 2015",,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Bluish-Green,0,m,800.0,800.0,800.0,Low,Low,Low,High,Low,Average,Low,Low,Low,Low,Low,Average
763,Arabica,cadexsa,Honduras,bethel,1350,La Paz,275,1 kg,2015,"April 15th, 2015",Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,Green,2,m,1350.0,1350.0,1350.0,Average,Average,Low,Low,Average,Low,Low,Low,Low,Low,Average,Average
764,Arabica,essencecoffee,Guatemala,blue lake,1500,atitlan,250,69 kg,2014,"March 21st, 2015",Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,0.0,Blue-Green,4,m,1500.0,1500.0,1500.0,Low,Low,Average,Average,Low,Average,Low,Low,Low,Low,Average,Average
765,Arabica,bourbon specialty coffees,Brazil,,,cerrado,300,60 kg,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,1,m,,,,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Low,Average
766,Arabica,tembo coffee company ltd,Tanzania,ilomba 2,1700,"ilomba vilage, mbozi",10,60 kg,2014,"December 15th, 2014",Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,0.0,Green,1,m,1700.0,1700.0,1700.0,High,Low,Average,Average,Low,Low,Low,Low,Low,Low,Low,Average
767,Arabica,j.andrade,Mexico,el pino,1100,veracruz,200,1 kg,2013,"July 15th, 2014",Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0.0,Green,0,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Average
768,Arabica,lusso lab,Mexico,,1200-1600m,chiapas,2,2 kg,2013,"April 10th, 2014",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,0.0,None,1,m,1200.0,1600.0,1400.0,Low,Average,Low,Low,Average,Low,Low,Low,Low,High,Low,Average
769,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,1200 m,yunlin 雲林縣石壁,60,60 kg,2013/2014,"December 26th, 2013",Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0.0,Green,0,m,1200.0,1200.0,1200.0,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
770,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,800 m,"dongshan dist., tainan city 臺南市東山區",80,10 kg,2012,"May 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,0,m,800.0,800.0,800.0,Average,Average,Average,Low,Low,Average,Low,Low,Low,Low,Low,Average
771,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2013,"March 20th, 2013",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0,0.0,Bluish-Green,1,m,1750.0,1750.0,1750.0,Low,Low,Low,Average,High,Average,Low,Low,Low,Low,Low,Average
772,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,1144,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,0.0,None,9,m,1144.0,1144.0,1144.0,Low,Average,Low,Average,Low,Average,Low,Low,Low,High,High,Average
773,Arabica,the coffee source inc.,Guatemala,,1350,santa rosa,250,1 kg,2012,"August 2nd, 2012",Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,0.0,None,2,m,1350.0,1350.0,1350.0,Low,High,Low,High,High,High,Low,Low,Low,Low,Average,Average
774,Arabica,salvador caro carrion,Mexico,las truchas,1000,Veracruz,200,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,4,m,1000.0,1000.0,1000.0,Low,Average,Low,Average,Average,Low,Low,Low,Low,Low,Average,Average
775,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",1200,colima,60,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,0.0,Green,1,m,1200.0,1200.0,1200.0,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Average
776,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,250,70 kg,4T/10,"February 9th, 2011",,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0,0.0,,0,m,1800.0,1800.0,1800.0,Average,Average,Average,Low,Low,High,Low,Low,Low,Low,Low,Average
777,Arabica,sanjava coffee,Indonesia,various,1300,aceh,2,1 kg,2017,"August 3rd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,0.0,,3,m,1300.0,1300.0,1300.0,Low,Average,Average,Low,Average,Low,Low,Low,Low,Low,Average,Average
778,Arabica,raúl vargas,Colombia,,,huila,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,0,7.0,Green,6,m,,,,High,Average,Average,Average,High,Average,Low,Low,Low,Low,High,Average
779,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,894,Sul de Minas,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,1.0,Green,3,m,894.0,894.0,894.0,Low,Average,Average,Average,Low,Low,Low,Low,Low,Low,Average,Average
780,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,0,0.0,Green,1,m,1.0,1.0,1.0,Low,Low,High,Average,Low,High,Low,Low,Low,Low,Low,Average
